342	Chrysostomos	Greek	male	given name	import from Matrikels2-0_PublicationVersion_20230816
343	Cisteus		male	given name	import from Matrikels2-0_PublicationVersion_20230816
344	Clarebaldus	Germanic	male	given name	import from Matrikels2-0_PublicationVersion_20230816
345	Claudius	Latin	male	given name	import from Matrikels2-0_PublicationVersion_20230816
346	Claudiusius	Latin	male	given name	import from Matrikels2-0_PublicationVersion_20230816
347	Clemens	Latin	male	given name	import from Matrikels2-0_PublicationVersion_20230816
348	Cleophas	Greek	male	given name	import from Matrikels2-0_PublicationVersion_20230816
349	Clericus		male	given name	import from Matrikels2-0_PublicationVersion_20230816
350	Cleuck		gender-neutral	family name	import from Matrikels2-0_PublicationVersion_20230816
351	Clewardus		male	given name	import from Matrikels2-0_PublicationVersion_20230816
352	Colardus		male	given name	import from Matrikels2-0_PublicationVersion_20230816
353	Coleta	Romance	female	given name	import from Matrikels2-0_PublicationVersion_20230816
354	Coletus		male	given name	import from Matrikels2-0_PublicationVersion_20230816
355	Colinus		male	given name	import from Matrikels2-0_PublicationVersion_20230816
356	Collus		male	given name	import from Matrikels2-0_PublicationVersion_20230816
357	Columba	Latin	gender-neutral	given name	import from Matrikels2-0_PublicationVersion_20230816
359	Cono	Germanic	male	given name	import from Matrikels2-0_PublicationVersion_20230816
360	Conrad	Germanic	male	given name	import from Matrikels2-0_PublicationVersion_20230816
361	Conrinus		male	given name	import from Matrikels2-0_PublicationVersion_20230816
362	Constantinus	Latin	male	given name	import from Matrikels2-0_PublicationVersion_20230816
363	Constantius	Latin	male	given name	import from Matrikels2-0_PublicationVersion_20230816
364	Convallus		male	given name	import from Matrikels2-0_PublicationVersion_20230816
365	Coppo	Germanic	male	given name	import from Matrikels2-0_PublicationVersion_20230816
366	Coras	unknown	male	given name	import from Matrikels2-0_PublicationVersion_20230816
367	Corbelius		male	given name	import from Matrikels2-0_PublicationVersion_20230816
368	Cormacus		male	given name	import from Matrikels2-0_PublicationVersion_20230816
369	Cornegroenris	unknown	male	given name	import from Matrikels2-0_PublicationVersion_20230816
370	Cornelia		female	given name	import from Matrikels2-0_PublicationVersion_20230816
371	Cornelius		male	given name	import from Matrikels2-0_PublicationVersion_20230816
373	Cornerus		male	given name	import from Matrikels2-0_PublicationVersion_20230816
374	Corus		male	given name	import from Matrikels2-0_PublicationVersion_20230816
375	Kosmas	Greek	male	given name	import from Matrikels2-0_PublicationVersion_20230816
376	Cossanus		male	given name	import from Matrikels2-0_PublicationVersion_20230816
377	Costinus		male	given name	import from Matrikels2-0_PublicationVersion_20230816
378	Costulus		male	given name	import from Matrikels2-0_PublicationVersion_20230816
379	Costus		male	given name	import from Matrikels2-0_PublicationVersion_20230816
