77	Capuchins	Ordo Fratrum Minorum Capuccinorum	Kapucijnen	monastic / religious	76	0	0	0	0	0	0	0		created for CAA
78	Recollects	Ordo fratrum minorum recollectorum; Ordo minorum recollectorum		monastic / religious	76	0	0	0	0	0	0	0		created for CAA
79	Conventual Franciscans	Ordo Fratrum Minorum Conventualium	Minorieten; conventuelen	monastic / religious	76	0	0	0	0	0	0	0		created for CAA
80	Observant Franciscans	Ordo Fratris Menoris Regularis Observantia	Orde der Minderbroeders van de Reguliere Observantie	monastic / religious	76	0	0	0	0	0	0	0		created for CAA
81	Servite Order	Ordo Servorum Beatae Mariae Virginis	Servieten van Maria	monastic / religious	0	0	0	0	0	0	0	0		created for CAA
82	Oratorians	Confederatio Oratorii Sancti Philippi Nerii	Oratorianen; oratoren	monastic / religious	0	0	0	0	0	0	0	0		created for CAA
83	Tertiaries	Tertius Ordo Regularis Sancti Francisci		monastic / religious	0	0	0	0	0	0	0	0		created for CAA
84	Vincentians	Congregatio Missionis	Congregatie der Missie; Lazaristen	monastic / religious	0	0	0	0	0	0	0	0		created for CAA
85	tipografia Aureli	tipografia Aureli		printer / publisher	0	0	0	0	0	0	0	0		created for Lovaniensia
86	Baba workshop	officina Baba		printer / publisher	0	0	0	0	0	0	0	0		created for Lovaniensia
87	Batavus			printer / publisher	0	0	0	0	0	0	0	0		created for Lovaniensia
88	Braine-le-Comte: O.P.				0	0	0	0	0	0	0	0		created for Lovaniensia
89	stad Brussel			city / state	0	0	0	0	0	0	0	0		created for Lovaniensia
90	Society of Jesus Brussels	Collegium Societatis Iesu Bruxellense		monastic / religious	36	0	0	0	0	0	0	0		created for Lovaniensia
91	Compagnia degli Aspiranti			printer / publisher	0	0	0	0	0	0	0	0		created for Lovaniensia
92	Drukkerij der vrije Brabantse provinciën		Drukkerij der vrije Brabantse provinciën	printer / publisher	0	0	0	0	0	0	0	0		created for Lovaniensia
93	Drukkerij van Ernestus		Drukkerij van Ernestus	printer / publisher	0	0	0	0	0	0	0	0		created for Lovaniensia
94	Etats de Brabant			city / state	0	0	0	0	0	0	0	0		created for Lovaniensia
95	Faculty of Theology (Köln)	Facultas theologiae Coloniensis		faculty	115	0	0	0	0	0	0	0		created for Lovaniensia
96	Hunneprik		Hunneprik	printer / publisher	0	0	0	0	0	0	0	116	fictitious printer	created for Lovaniensia
97	Imprimerie de la religion			printer / publisher	0	0	0	0	0	0	0	0		created for Lovaniensia
98	Imprimerie patriotique			printer / publisher	0	0	0	0	0	0	0	0		created for Lovaniensia
99	Komarek			printer / publisher	0	0	0	0	0	0	0	0		created for Lovaniensia
102	city of Mechelen			city / state	0	0	0	0	0	0	0	0		created for Lovaniensia
103	Officine Anisson			printer / publisher	0	0	0	0	0	0	0	0		created for Lovaniensia
104	Holy Congregation of the Vatican Press 	Congregatio pro typographia vaticana	Pauselijke drukkerij	printer / publisher	0	22	1	1588	0	0	0	740		created for Lovaniensia
105	Peeters		Peeters	printer / publisher	0	0	0	0	0	0	0	0		created for Lovaniensia
106	Pluckhaen van Lier		Pluckhaen van Lier	printer / publisher	0	0	0	0	0	0	0	8080		created for Lovaniensia
107	Raad van Vlaanderen		Raad van Vlaanderen	city / state	0	0	0	0	0	0	0	0		created for Lovaniensia
108	Sint Romboutskapittel		Sint Romboutskapittel	monastic / religious	0	0	0	0	0	0	0	0		created for Lovaniensia
109	Société des Libraires			printer / publisher	0	0	0	0	0	0	0	0		created for Lovaniensia
110	Staten van Vlaanderen		Staten van Vlaanderen	city / state	0	0	0	0	0	0	0	0		created for Lovaniensia
111	Tamo Angelo			printer / publisher	0	0	0	0	0	0	0	0		created for Lovaniensia
112	Trouwe Belg		Trouwe Belg	printer / publisher	0	0	0	0	0	0	0	0		created for Lovaniensia
113	Typographia Balleoniana	Typographia Balleoniana		printer / publisher	0	0	0	1719	0	0	1844	8273		created for Lovaniensia
114	Woelen-Bosch			printer / publisher	0	0	0	0	0	0	0	0		created for Lovaniensia
115	University of Cologne			university	0	0	0	1388	0	0	1798	737		
116	Onze-Lieve-Vrouw van Halle		Onze-Lieve-Vrouw van Halle	monastic / religious	0	0	0	0	0	0	0	252		created for CAA
117	printer / publisher unknown			printer / publisher	0	0	0	0	0	0	0	0		created for CAA
118	Academia Societatis Jesu	Academia Societatis Jesu		printer / publisher	36	0	0	1649	0	0	1771	9204		created for CAA
119	Colégio das Artes			printer / publisher	0	0	0	0	0	0	0	9210		created for CAA
120	Compagnie de la Grande Navire			printer / publisher	0	0	0	1582	0	0	1660	495		created for CAA
121	Congrégation de Saint-Maur		Congregatie van Saint-Maur	printer / publisher	0	0	0	0	0	0	0	0		created for CAA
122	Drukarnia Jego Królewskiej Mości i Rzeczpospolitej			printer / publisher	0	0	0	1758	0	0	1844	9231		created for CAA
123	Eliot's Court Press			printer / publisher	0	0	0	1584	0	0	1640	5262		created for CAA
124	Faculty of law (Vienna)			printer / publisher	0	0	0	0	0	0	0	0		created for CAA
125	Faculty of law (Wittenberg)			printer / publisher	0	0	0	0	0	0	0	0		created for CAA
126	Faculty of Theology (Douai)			printer / publisher	0	0	0	0	0	0	0	0		created for CAA
127	Imprenta del Diario			printer / publisher	0	0	0	1790	0	0	1812	8175		created for CAA
128	Imprenta real			printer / publisher	0	0	0	1600	0	0	1830	5392		created for CAA
129	Imprimerie académique			printer / publisher	0	0	0	1772	0	0	1789	116		created for CAA
130	Imprimerie des Nations			printer / publisher	0	0	0	1784	0	0	1790	116		created for CAA
131	Seminarium Generale			printer / publisher	0	0	0	0	0	0	0	2		created for CAA
132	Libraires associés			printer / publisher	0	0	0	0	0	0	0	2	active 18th century	created for CAA
133	Longhi			printer / publisher	0	0	0	0	0	0	0	9208		created for CAA
134	Metternich workshop	Officina Metternich		printer / publisher	0	0	0	0	0	0	0	737		created for CAA
135	Nivelliana workshop	Officina Nivelliana		printer / publisher	0	0	0	1609	0	0	1624	495		created for CAA
136	Nortoniana workshop	Officina Nortoniana		printer / publisher	0	0	0	1605	0	0	1620	5262		created for CAA
137	Oporiniana workshop	Officina Oporiniana		printer / publisher	0	0	0	1568	0	0	1600	1297		created for CAA
138	Raad van Brabant		Raad van Brabant	printer / publisher	0	0	0	0	0	0	0	0		created for CAA
139	Société typographique			printer / publisher	0	0	0	1633	0	0	1671	495		created for CAA
140	Speranza			printer / publisher	0	0	0	1544	0	0	1588	8273		created for CAA
141	Stamperia del Popolo Romano			printer / publisher	0	0	0	1563	0	0	1598	740		created for CAA
142	Staten van Holland		Staten van Holland	printer / publisher	0	0	0	0	0	0	0	0		created for CAA
143	Staten-Generaal van de Verenigde Nederlandse Staten		Staten-Generaal van de Verenigde Nederlandse Staten	printer / publisher	0	0	0	1577	0	0	1790	0		created for CAA
144	Sheldonian Theatre	Theatrum Sheldonianum		printer / publisher	0	0	0	1673	0	0	1799	6572		created for CAA
145	Vrije drukpers		Vrije drukpers	printer / publisher	0	0	0	1796	0	0	1797	0	fictitious printer	created for CAA
146	Societas Minima	Societas Minima		printer / publisher	0	0	0	0	0	0	0	0		created for CAA
147	Collegium Italorum	Collegium Italorum		printer / publisher	0	0	0	0	0	0	0	495		created for CAA
148	neuen Buchhandlung			printer / publisher	0	0	0	0	0	0	0	0		created for CAA
149	Sumptibus Societatis	Sumptibus Societatis		printer / publisher	0	0	0	0	0	0	0	0		created for CAA
